,word,hash1,hash2,rel1,rel2,rel3,rel4,rel5
912,fill_stomach,#joyful,#interesting,sustenance,enjoy_eat,satisfy_hunger,nourishment,eat_out
913,scotch_tape,#interesting,#joyful,handout,fountain_pen,pen,stamp_pad,scrap_paper
914,phto_copy,#surprising,#joyful,white_paper,writing_paper,printing_paper,note_book,color_paper
915,find_pen_and_paper,#joyful,#interesting,find_paper,learn_write,write_poem,pen_and_paper,paper_plane
916,adventure,#surprising,#admirable,quest,stunt,illusion,journey,activity
917,short,#scared,#disgusting,unretentive,poor,inadequate,little,forgetful
918,take_child,#interesting,#admirable,orphan,become_parent,love_one,have_much,progeny
919,like_mouse,#interesting,#admirable,secret_agent,pointer,indicator,underground_animal,critter
920,bout,#interesting,#admirable,meeting,meet,match,encounter,round
921,radio-control_helicopter,#interesting,#admirable,manga,cartoon,anime,beat_off,see_someone_play_game
922,red_stone,#joyful,#admirable,solid,brown,opaque,precious_jewel,generic
923,double_entendre,#joyful,#surprising,ambiguity,loophole,amphibology,amphiboly,parisology
924,weight,#interesting,#joyful,heavy_weight,weigh,weight_measurement,heaviness,proportion
925,foolproof,#admirable,#joyful,inerrable,flawless,unfailing,reliable,sure
926,get_famous,#joyful,#admirable,like_challenge,win_money,fun,profitable,keep_busy
927,medical_professional,#interesting,#admirable,medical_person,heal_disease,specialist,trustworthy,vocation
928,friday,#interesting,#joyful,day_of_week,monday,fortnight,weekend,midweek
929,prejudice,#sad,#disgusting,insanity,angry_emotion,dislike,psychosis,fight
930,intestine,#interesting,#admirable,kidney,pancreas,liver,bone,neck
931,fidget,#sad,#scared,impatient,impatience,restlessness,nervous,humility
932,rifle,#disgusting,#angry,gun,pistol,revolver,firearm,handgun
933,motivation,#joyful,#admirable,effort,go_meet,make_time,ambition,preparation
934,man_spacecraft,#interesting,#admirable,gather_berry,hang_picture_on_wall,think_future,wave_flag,chair_committee
935,safety_cap,#scared,#sad,protect_head,helmet,keep_hair_place,cover_head,shade_eye
936,phone_conversation,#joyful,#admirable,call,use_phone,orate,use_telephone,speech
937,shopping_area,#joyful,#admirable,outlet,sour_cream,leave_over,hand_print,taffy
938,computer_internet_connection,#angry,#disgusting,slow_speed,wifi,hotspot,internet_connection,boot_up_computer
939,taste_food,#interesting,#joyful,eat_animal,eat_pasta,close_together,hurt_animal,butter_toast
940,blue_steel,#sad,#scared,shoe_horse,dig_grave,bicycle_across_town,mine_diamond,seed_lawn
941,feel_little_hungry,#sad,#disgusting,get_full,a_little_hungry,become_little_hungry,hunger_go_away,need_food
942,catharsis,#angry,#disgusting,entertain_oneself,see_actor,wish_entertain,enjoyment,pastime
943,cringe,#sad,#disgusting,creeps,grovel,creep,cower,hysterically
944,jaundiced,#sad,#disgusting,homophobic,racist,discriminatory,antiblack,unhealthy
945,sole,#interesting,#joyful,heel,foot_part,type_of_shoes,shoe_type,high_heel
946,same_level,#interesting,#admirable,yardstick,next_level,scale,measure_tool,level
947,new_baby,#joyful,#interesting,party_time,holiday,annual_celebration,birthday,special_day
948,timorousness,#interesting,#joyful,bashfully,timidness,timidity,shyly,timidly
949,respect_authority,#joyful,#interesting,go_to_work,respect,gain_respect,respect_law,put_uniform
950,affectionate,#joyful,#admirable,devoted,fond,warm,caring,tenderness
951,flight,#interesting,#admirable,atmosphere,wings,nest,feather,bird_fly
952,imprudence,#angry,#disgusting,incaution,neglect,mindlessness,rashness,heedlessness
953,precision,#surprising,#admirable,precise,accuracy,correct,performance,measure
954,demand,#joyful,#admirable,obedience,must,requirement,permission,necessary
955,machinery,#interesting,#admirable,mechanical_device,move_part,machine,work_well,make_car
956,shine_car,#interesting,#admirable,mine_diamond,close_together,bicycle_across_town,dig_grave,kill_specific_group
957,physical_interaction,#sad,#angry,uprise,anti,go_against,fight_against,disagreement
958,big_business,#joyful,#interesting,large_business,business_organization,partnership,business_firm,company
959,internal,#interesting,#admirable,power_plant,radiation,fire_burn,chemical_process,combustion
960,skeptical,#disgusting,#scared,unbelieving,sceptical,doubting,disbelieving,questioning
961,meretricious,#admirable,#surprising,garish,flashy,trashy,cheap,brassy
962,full_stop,#admirable,#interesting,sentence_end,end,sequence,sport_score,dot
963,question,#interesting,#admirable,answer,inquiry,question_answering,query,reply
964,shift_gear,#sad,#scared,honk_horn,run_out_gas,stop_red_light,turn_steer_wheel,skid_mark
965,sullied,#disgusting,#angry,taint,cloud,defile,sully,corrupt
966,color_paper,#surprising,#admirable,photo_copy,writing_paper,printing_paper,note_book,white_paper
967,take_up_time,#interesting,#joyful,late,debt,deadline,stress,little_time
968,carry_hand,#surprising,#admirable,carry_item,carry_goods,carry_object,carry,upkeep
969,impatient,#sad,#disgusting,fidget,impatience,restlessness,impatiently,raring
970,see_far_away,#surprising,#joyful,want_know,see_star,take_beach,learn_history,learn_past
971,hit_tree,#scared,#disgusting,see_dog,go_downhill,fall_butt,break_bone,crash_tree
972,charge_credit_card,#sad,#disgusting,gather_berry,hang_picture_on_wall,see_star_night,sit_toilet,air_grievance
973,gloat,#angry,#disgusting,gloating,gloatingly,proudly,fulfillment,live_up_to
974,distressed,#sad,#angry,dismay,shamefacedly,shamefacedness,sheepishness,dysphoric
975,apt,#joyful,#interesting,appropriate,suitable,proper,liable,likely
976,lottery,#interesting,#admirable,box_office,movie,cctv,cinema,movie_theater
977,international_space_station,#interesting,#admirable,tunnel,cavern,stick_wall,car_race,auction
978,inaccessible,#angry,#disgusting,outback,trackless,pathless,roadless,untracked
979,rodeo,#joyful,#interesting,carnival,circus,fairground,fair,disneyland
980,brownstone,#interesting,#admirable,condominium,rent_apartment,high_rise,condo,row_house
981,violator,#sad,#disgusting,felon,crook,malefactor,outlaw,criminal
982,superior,#interesting,#admirable,stalin,sail_sea,well_done,supervisor,small_ocean
983,banknote,#interesting,#joyful,dollar_bill,franc,euro,dollar,cent
984,holiday,#joyful,#interesting,party_time,new_baby,special_day,birthday,annual_celebration
985,sensitive_teeth,#angry,#disgusting,sensitive_skin,sensitive,weak,emotional_guy,sensitivity
986,republican,#interesting,#admirable,settle_disagreement,hitler,communist,conservative,kill_another_person
987,edit,#interesting,#joyful,move_mouse,reboot,type_of_keyboard,enter_address,keep_track_appointment
988,enviable,#admirable,#joyful,enviousness,enviably,preferred,lovable,desired
989,enviably,#admirable,#joyful,delectable,preferred,lovable,desired,plummy
990,honorable,#joyful,#interesting,ethical,honest,good,estimable,fair
991,tidbit,#interesting,#joyful,sting,nip,bite,flea,least
992,flour_water,#disgusting,#scared,sticky_substance,slice,water,adhesive,goo
993,worryingly,#interesting,#joyful,disquieted,distressing,disturbing,perturbing,troubling
994,encore,#joyful,#admirable,favorite,crowd,acclamation,bunch,large_crowd
995,lack_of_energy,#admirable,#interesting,diet,fast_day,sacrifice,religious,avoid_food
996,set_mood,#surprising,#joyful,enjoy_down_time,unwind,stress_reduction,distraction,relaxation
997,ringed,#scared,#sad,knell,reverberate,resound,peal,echo
998,reaper,#sad,#scared,casualty,extermination,cause_death,abduction,die
999,liquor_glass,#joyful,#admirable,beer_mug,flask,beer,refill,bartender
1000,pick_up_pen,#admirable,#interesting,proofread,think_write,use_word,learn_write,run_out_ink
1001,utter,#interesting,#admirable,say,verbal,beckon,talkative,orate
1002,feat,#joyful,#admirable,high_class,citation,suspicion,goodness,prosperity
1003,greet_each_other,#joyful,#admirable,greet,salute,wave_arm,say_goodbye_to,attract_attention
1004,cube,#interesting,#admirable,block,dice,ping_pong_paddle,ball_player,trapezoid
1005,burglary,#sad,#angry,steal_money,theft,stick_up,robbery,rob
1006,heartlessly,#sad,#scared,hardheartedness,coldheartedness,heartlessness,heartless,hardhearted
1007,outside_atmosphere,#sad,#disgusting,nothing,none,void,emptiness,suction
1008,horrifyingly,#sad,#scared,horrifying,atrocious,dreadfully,horrified,horribly
1009,like_challenge,#joyful,#interesting,get_famous,win_money,fun,profitable,keep_busy
1010,salt_pepper_shaker,#joyful,#admirable,entree,soup,wine_glass,satiation,plate_silverware
1011,puberty,#interesting,#joyful,tell_everyone,reason,clarify,forethought,opinion
1012,scrutiny,#sad,#disgusting,scan,checkup,medical_checkup,medical_examination,medical_exam
1013,loophole,#angry,#disgusting,ambiguity,prevarication,equivocation,unclearness,equivocalness
1014,stunning,#admirable,#joyful,stupefy,daze,sandbag,arresting,bedaze
1015,draining,#sad,#disgusting,debilitating,exhausting,debilitative,enervating,enfeebling
1016,bring_friend,#sad,#angry,enjoy_art,go_symphony,buy_popcorn,understand_plot,insert_dvd_in_player
1017,difficult,#scared,#disgusting,tough,difficulty,impossible,scientific_term,scientific_method
1018,slave,#angry,#disgusting,personnel,attendant,manager,elect_official,gentleman
1019,disagree,#sad,#disgusting,piss_pant,find_another_person,argue,make_statement,become_politician
1020,tan_skin,#interesting,#joyful,become_fat,flatulence,feel_rejuvenated,entropy,make_angry
1021,picayune,#scared,#disgusting,footling,lilliputian,little,fiddling,niggling
1022,ask_for_lift,#admirable,#joyful,hitchhike,take_walk,take_bus,go_to_another_place,take_metro
1023,arresting,#joyful,#interesting,impressive,nail,nab,pick_up,apprehend
1024,frighteningly,#disgusting,#scared,scarily,scared,frighten_away,scare_away,frighten_off
1025,press,#interesting,#admirable,compression,push_hard,print_newspaper,journalist,make_newspaper
1026,exceed,#admirable,#joyful,outrank,shine_at,excel_at,surpass,excel
1027,flagrant,#disgusting,#angry,glaring,rank,egregious,crying,gross
1028,funny_man,#surprising,#joyful,heroism,perpetrator,role_play,role,act
1029,pasta,#joyful,#interesting,breakfast,box_cereal,calcium,drink,carton_milk
1030,neglect_chore,#sad,#angry,laugh,change_channel,distract,see_commercial,kill_brain_cell
1031,make_statement,#interesting,#admirable,tell,breath_sigh_relief,compromise,speak_out,discuss
1032,go_cinema,#joyful,#interesting,check_listing,buy_popcorn,buy_movie_ticket,go_movie_theater,pay_ticket
1033,distract,#scared,#disgusting,neglect_chore,find_out_new,see_ad,look_picture,eye_strain
1034,star_anise,#admirable,#joyful,fruit_tree,baby_flower,carpel,strawberry,fig
1035,nourishment,#joyful,#interesting,sustenance,eat,feed_oneself,transport_food,satisfy_hunger
1036,near_beach,#joyful,#interesting,vast,along_beach,big_blue,land_sea,full_water
1037,electricity,#joyful,#admirable,potential_energy,watt,electrical,power_source,volt
1038,destroy_property,#sad,#disgusting,destroy_home,die_out,kill_life,cause_fire,destroy_city
1039,vocal_music,#admirable,#joyful,instrumental,lyric,lyrics,sung,melody
1040,competitive_activity,#surprising,#admirable,stuff_use_calculation,ridgeback,written_programmer,low_blood_pressure,minor_planet
1041,sign_agreement,#joyful,#interesting,price_goods,plan_retirement,mind_store,air_grievance,explain_everything
1042,military,#interesting,#joyful,attacker,army,samurai,infantry,military_force
1043,cheating,#sad,#disgusting,gerrymander,dissimulation,dissembling,deception,deceit
1044,tardiness,#interesting,#joyful,late,get_dark,rainy_day,split_end,house_look_better
1045,find_help,#interesting,#joyful,thoughtful,find_out_need,kindness,volunteer,lend_hand
1046,hurt,#sad,#scared,harm,ouch,pain,damage,ache
1047,play_card_game,#joyful,#admirable,serve_dinner,sit_around,eat_cereal,eat_lot,eat_food
1048,love_back,#interesting,#joyful,show_empathy,warm_fuzzy_feeling,love_oneself,become_aroused,say_welcome
1049,artillery,#sad,#disgusting,atomic_bomb,weapon_war,gun,pistol,hydrogen_bomb
1050,damage,#sad,#scared,harm,hurt,cut_skin,bloody,ouch
1051,fill_helium,#angry,#sad,fill_air,spherical_shape,use_sport,stretchy,spherical
1052,wink,#interesting,#admirable,ask_name,point_finger,nod,sexual_attraction,unscrew
1053,send_signal,#interesting,#joyful,raise_voice,answer_phone,hunt_duck,answer_telephone,say_word
1054,give_verdict,#admirable,#interesting,close_case,bang_gavel,verdict,make_judgment,jugde
1055,howl_laughter,#surprising,#joyful,make_someone_laugh,break_silence,laugh_joke,laugh,thank
1056,silver,#admirable,#interesting,gold,metal,ash_gray,fluent,eloquent
1057,fill_air,#joyful,#admirable,spherical_shape,use_sport,bouncy,three_dimensional,make_out_rubber
1058,fortnight,#interesting,#admirable,friday,monday,day_of_week,weekend,midweek
1059,waive,#scared,#disgusting,foreswear,relinquish,dispense_with,forgo,throw_overboard
1060,assured,#admirable,#joyful,guarantee,ensure,insure,ascertain,promise
1061,stay_healthy,#interesting,#admirable,maintain_good_health,eat_healthily,do_exercise,stay_fit,eat_well
1062,knit,#interesting,#admirable,sew,thread_needle,needle_thread,use_needle,weave
1063,look_picture,#interesting,#joyful,see_ad,turn_page,take_shit,eye_strain,move_eye
1064,nuclear_bomb,#angry,#disgusting,bomb,atomic_bomb,nuclear_weapon,explosive,grenade
1065,solid_liquid,#interesting,#admirable,combustible,state_matter,natural_resource,liquid_fuel,fossil_fuel
1066,become_politician,#admirable,#interesting,find_another_person,help_understand,disagree,know_better,investigation
1067,shopper,#interesting,#joyful,customer,clerk,patron,vintner,hairdresser
1068,wasp,#interesting,#joyful,butterfly,moth,parrot,beetle,falcon
1069,loud_yell,#scared,#disgusting,loudness,vibration,echo,detect,decibel
1070,touting,#angry,#disgusting,shoot_line,boast,swash,gas,brag
1071,hang_picture_on_wall,#joyful,#interesting,welcome_friend,captain_boat,gather_berry,agree_disagree,laugh_oneself
1072,build_muscle,#joyful,#interesting,increase_energy,keep_body_healthy,improve_self-image,lower_blood_pressure,feel_energized
1073,make_payment,#admirable,#interesting,buy_stuff,buy_item,check_price,comparison_shop,return_goods
1074,person,#joyful,#interesting,mortal,soul,individual,someone,somebody
1075,eagerly,#joyful,#interesting,eager,eagerness,thirstily,impatient,hot
1076,find_woman,#sad,#scared,love_oneself,show_empathy,become_aroused,care_deeply,say_welcome
1077,paintbrush,#joyful,#interesting,use_brush,hair,brush_hair,brush_tooth,brush
1078,episode,#joyful,#admirable,encounter,reveal,programme,lose,sequel
1079,gauge,#interesting,#admirable,dimension,measure,count_item,length,measurement
1080,find_porn,#sad,#angry,look_for_information,need_information,learn_computer,check_email,search_information
1081,brush_hair,#joyful,#surprising,use_brush,hair,use_brush_air,brush,brush_tooth
1082,white_brown,#interesting,#admirable,tasty,flavor,sweetness,edible,a_lot_of_fat
1083,traverse,#scared,#disgusting,transom,track,crosspiece,crossbeam,traversal
1084,drink_soda,#sad,#disgusting,become_bored,turn_off,drink,get_bored,use_electricity
1085,fair,#joyful,#admirable,carnival,circus,fairground,rodeo,disneyland
1086,nocturnal,#surprising,#joyful,furry_creature,hairy,furry,woodland_creature,animal_furry
1087,kill_time,#sad,#disgusting,pastime,cultural_experience,stimulate_mind,entertain_oneself,escape_reality
1088,score,#joyful,#interesting,score_goal,accomplish,finalize,pot,make_point
1089,irresponsible,#disgusting,#angry,freewheeling,carefree,slaphappy,unaccountable,loose
1090,glass_container,#interesting,#admirable,drink_container,liquid_container,drink_cup,drink_holder,type_of_container
1091,disgracefully,#sad,#angry,disgraceful,shameful,dishonorably,inglorious,disgrace
